"","gene","genename","genechr","genepos","genedesc"
"9877","Hs.197873","PCDHA12","5","140283.431","protocadherin alpha 12"
"9878","Hs.198288","PTPRR","12","69318.128","protein tyrosine phosphatase, receptor type, R"
"9879","Hs.179825","RANBP2L1","2","111390.984","RAN binding protein 2-like 1"
"9880","Hs.20580","SOAT2","12","51783.581","sterol O-acyltransferase 2"
"9881","Hs.209119","AGPAT2","9","134924.888","1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)"
"9882","Hs.211563","BCL7A","12","120857.334","B-cell CLL/lymphoma 7A"
"9883","Hs.356082","MASP1","3","188256.854","mannan-binding lectin serine protease 1 (C4/C2 activating component of Ra-reactive factor)"
"9884","Hs.23168","USP15","12","60940.453","ubiquitin specific protease 15"
"9885","Hs.234742","LPO","17","56790.659","lactoperoxidase"
"9886","Hs.234775","NRTN","19","5775.176","neurturin"
"9887","Hs.23731","DLG4","17","7293.774","discs, large (Drosophila) homolog 4"
"9888","Hs.24594","UBE4B","1","9803.199","ubiquitination factor E4B (UFD2 homolog, yeast)"
"9889","Hs.180408","SLC25A16","10","69586.7","solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16"
"9890","Hs.259785","CPT1A","11","68300.44","carnitine palmitoyltransferase I, liver"
"9891","Hs.259785","CPT1A","11","68300.44","carnitine palmitoyltransferase I, liver"
"9892","Hs.266416","CLDN14","21","36753.316","claudin 14"
"9893","Hs.268510","KLRC4","12","10451.249","killer cell lectin-like receptor subfamily C, member 4"
"9894","Hs.27258","SIP","1","172208.575","Siah-interacting protein"
"9895","Hs.274453","DKFZp762A227","11","56949.788","hypothetical protein DKFZp762A227"
"9896","Hs.274737","","19","2279.694","Homo sapiens, Similar to hypothetical protein from EUROIMAGE 42353, clone MGC:2606 IMAGE:3352341, mRNA, complete cds"
"9897","Hs.27695","MID1","23","9827.67","midline 1 (Opitz/BBB syndrome)"
"9898","Hs.519","WWOX","16","77913.077","WW domain containing oxidoreductase"
"9899","Hs.283919","","6","21189.865","Homo sapiens clone HQ0117 PRO0117 mRNA, complete cds"
"9900","Hs.296460","CFDP1","16","75107.167","craniofacial development protein 1"
"9901","Hs.302085","PTGIS","20","48805.835","prostaglandin I2 (prostacyclin) synthase"
"9902","Hs.103419","FEZ2","2","36753.94","fasciculation and elongation protein zeta 2 (zygin II)"
"9903","Hs.30445","TRIM5","11","5649.101","tripartite motif-containing 5"
"9904","Hs.30524","RNF24","20","3908.734","ring finger protein 24"
"9905","Hs.306174","PMS2L11","7","76222.354","postmeiotic segregation increased 2-like 11"
"9906","Hs.5353","CASP10","2","202250.397","caspase 10, apoptosis-related cysteine protease"
"9907","Hs.104530","HSU84971","5","76410.353","fetal hypothetical protein"
"9908","Hs.306995","MGC5457","1","200877.137","hypothetical protein MGC5457"
"9909","Hs.307052","LDHL","15","57215.097","lactate dehydrogenase A -like"
"9910","Hs.307177","","21","34087.072","Human SH3 domain-containing protein SH3P17 mRNA, complete cds"
"9911","Hs.344029","","2","136499.811","Homo sapiens, Similar to KIAA0029 protein, clone MGC:767 IMAGE:3356812, mRNA, complete cds"
"9912","Hs.31439","SPINT2","19","43447.078","serine protease inhibitor, Kunitz type, 2"
"9913","Hs.31638","RSN","12","121193.506","restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)"
"9914","Hs.32317","HMG20B","19","3525.521","high-mobility group 20B"
"9915","Hs.324104","APBA2BP","20","32960.569","amyloid beta (A4) precursor protein-binding, family A, member 2 binding protein"
"9916","Hs.32539","PAK7","20","9513.036","p21(CDKN1A)-activated kinase 7"
"9917","Hs.326711","","10","118015.057","Homo sapiens, clone MGC:12257 IMAGE:3950129, mRNA, complete cds"
"9918","Hs.326743","MGC4771","2","232772.927","hypothetical protein MGC4771"
"9919","Hs.326777","EMR3","19","14591.051","EGF-like module-containing mucin-like receptor EMR3"
"9920","Hs.329704","CYP3A3","7","98965.979","cytochrome P450, subfamily IIIA (niphedipine oxidase), polypeptide 3"
"9921","Hs.37058","CALCA","11","14954.358","calcitonin/calcitonin-related polypeptide, alpha"
"9922","Hs.37058","CALCA","11","14954.358","calcitonin/calcitonin-related polypeptide, alpha"
"9923","Hs.37125","NPY2R","4","156707.407","neuropeptide Y receptor Y2"
"9924","Hs.37125","NPY2R","4","156707.407","neuropeptide Y receptor Y2"
"9925","Hs.4082","LGALS8","1","233727.887","lectin, galactoside-binding, soluble, 8 (galectin 8)"
"9926","Hs.42712","MAX","14","63531.885","MAX protein"
"9927","Hs.5338","CA12","15","61332.722","carbonic anhydrase XII"
"9928","Hs.336678","DTNA","18","30650.312","dystrobrevin, alpha"
"9929","Hs.54468","TUB","11","8024.488","tubby homolog (mouse)"
"9930","Hs.5462","SLC4A4","4","72671.067","solute carrier family 4, sodium bicarbonate cotransporter, member 4"
"9931","Hs.5462","SLC4A4","4","72671.067","solute carrier family 4, sodium bicarbonate cotransporter, member 4"
"9932","Hs.6453","ITPK1","14","91396.248","inositol 1,3,4-triphosphate 5/6 kinase"
"9933","Hs.65993","CDC14A","1","100280.969","CDC14 cell division cycle 14 homolog A (S. cerevisiae)"
"9934","Hs.65993","CDC14A","1","100280.969","CDC14 cell division cycle 14 homolog A (S. cerevisiae)"
"9935","Hs.68876","IL5RA","3","3086.42","interleukin 5 receptor, alpha"
"9936","Hs.73168","ONECUT1","15","50765.408","one cut domain, family member 1"
"9937","Hs.733","EPB42","15","41205.483","erythrocyte membrane protein band 4.2"
"9938","Hs.73931","HLA-DQB1","6","32673.703","major histocompatibility complex, class II, DQ beta 1"
"9939","Hs.75562","DDR1","6","30962.416","discoidin domain receptor family, member 1"
"9940","Hs.75814","DLGAP1","18","3488.836","discs, large (Drosophila) homolog-associated protein 1"
"9941","Hs.77854","RGN","23","45986.238","regucalcin (senescence marker protein-30)"
"9942","Hs.78185","TCFL4","17","41092.254","transcription factor-like 4"
"9943","Hs.78436","EPHB1","3","135835.168","EphB1"
"9944","Hs.80887","LYN","8","56842.332","v-yes-1 Yamaguchi sarcoma viral related oncogene homolog"
"9945","Hs.809","HGF","7","80943.495","hepatocyte growth factor (hepapoietin A; scatter factor)"
"9946","Hs.8121","NOTCH2","1","119800.557","Notch homolog 2 (Drosophila)"
"9947","Hs.81988","DAB2","5","39418.242","disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)"
"9948","Hs.351305","PSIP1","9","15460.643","PC4 and SFRS1 interacting protein 1"
"9949","Hs.82159","PSMA1","11","14490.731","proteasome (prosome, macropain) subunit, alpha type, 1"
"9950","Hs.85092","TRIP11","14","90425.901","thyroid hormone receptor interactor 11"
"9951","Hs.86859","GRB7","17","38269.18","growth factor receptor-bound protein 7"
"9952","Hs.8700","DLC1","8","13082.443","deleted in liver cancer 1"
"9953","Hs.88411","LY117","6","31659.72","lymphocyte antigen 117"
"9954","Hs.8867","CYR61","1","85469.052","cysteine-rich, angiogenic inducer, 61"
"9955","Hs.90073","CSE1L","20","48348.259","CSE1 chromosome segregation 1-like (yeast)"
"9956","Hs.90073","CSE1L","20","48348.259","CSE1 chromosome segregation 1-like (yeast)"
"9957","Hs.902","NF2","22","28324.118","neurofibromin 2 (bilateral acoustic neuroma)"
"9958","Hs.93832","LOC54499","1","162884.155","putative membrane protein"
"9959","Hs.93909","CNGB1","16","57692.899","cyclic nucleotide gated channel beta 1"
"9960","Hs.96253","CACNA1A","19","13179.114","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
"9961","Hs.998","PPARA","22","44760.027","peroxisome proliferative activated receptor, alpha"
"9962","Hs.99855","FPRL1","19","56957.829","formyl peptide receptor-like 1"
"9963","Hs.99855","FPRL1","19","56957.829","formyl peptide receptor-like 1"
"9964","Hs.99908","NCOA4","10","50916.969","nuclear receptor coactivator 4"
"9965","Hs.100641","CASP9","1","15181.493","caspase 9, apoptosis-related cysteine protease"
"9966","Hs.101047","TCF3","19","1560.294","transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)"
"9967","Hs.102402","MAD4","4","2210.798","Mad4 homolog"
"9968","Hs.102456","SIP1","14","37573.465","survival of motor neuron protein interacting protein 1"
"9969","Hs.103504","ESR2","14","62689.895","estrogen receptor 2 (ER beta)"
"9970","Hs.105","GRIN1","9","135390.134","glutamate receptor, ionotropic, N-methyl D-aspartate 1"
"9971","Hs.105","GRIN1","9","135390.134","glutamate receptor, ionotropic, N-methyl D-aspartate 1"
"9972","Hs.105927","SCGF","19","55918.416","stem cell growth factor; lymphocyte secreted C-type lectin"
"9973","Hs.105928","LILRB3","19","59412.548","leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3"
"9974","Hs.10649","ICB-1","1","27810.94","basement membrane-induced gene"
"9975","Hs.108043","FLI1","11","128101.64","Friend leukemia virus integration 1"
"9976","Hs.108708","CAMKK2","12","120087.448","calcium/calmodulin-dependent protein kinase kinase 2, beta"
"9977","Hs.109201","LOC51635","14","58601.539","CGI-86 protein"
"9978","Hs.11","CEACAM3","19","46992.395","carcinoembryonic antigen-related cell adhesion molecule 3"
"9979","Hs.110796","SAR1","10","71254.565","SAR1 protein"
"9980","Hs.111138","KIAA0712","11","128375.493","KIAA0712 gene product"
"9981","Hs.112058","SIVA","14","103191.177","CD27-binding (Siva) protein"
"9982","Hs.112255","NUP98","11","3660.549","nucleoporin 98kD"
"9983","Hs.117992","SIGLEC6","19","56714.794","sialic acid binding Ig-like lectin 6"
"9984","Hs.118633","OASL","12","119870.047","2p-5p-oligoadenylate synthetase-like"
"9985","Hs.119983","MASP2","1","10796.126","mannan-binding lectin serine protease 2"
"9986","Hs.123016","HTR1B","6","78167.543","5-hydroxytryptamine (serotonin) receptor 1B"
"9987","Hs.334672","MGC12262","23","99347.404","hypothetical protein MGC12262"
"9988","Hs.125819","HSA9761","5","61700.236","putative dimethyladenosine transferase"
"9989","Hs.125819","HSA9761","5","61700.236","putative dimethyladenosine transferase"
"9990","Hs.12971","TXNRD2","22","18237.599","thioredoxin reductase 2"
"9991","Hs.129763","SLC8A1","2","40316.679","solute carrier family 8 (sodium/calcium exchanger), member 1"
"9992","Hs.129914","RUNX1","21","35080.5","runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)"
"9993","Hs.131525","KIAA0998","14","74201.515","KIAA0998 protein"
"9994","Hs.132183","SLC16A7","12","58369.392","solute carrier family 16 (monocarboxylic acid transporters), member 7"
"9995","Hs.132370","NOX1","23","98870.681","NADPH oxidase 1"
"9996","Hs.136348","OSF-2","13","35934.778","osteoblast specific factor 2 (fasciclin I-like)"
"9997","Hs.136557","SLC6A5","11","20585.259","solute carrier family 6 (neurotransmitter transporter, glycine), member 5"
"9998","Hs.367844","","19","18891.535","Homo sapiens, Similar to hypothetical protein, clone MGC:5278 IMAGE:2901163, mRNA, complete cds"
"9999","Hs.150930","XRCC4","5","82457.389","X-ray repair complementing defective repair in Chinese hamster cells 4"
"10000","Hs.150930","XRCC4","5","82457.389","X-ray repair complementing defective repair in Chinese hamster cells 4"
"10001","Hs.150981","TRPC3","4","123259.253","transient receptor potential cation channel, subfamily C, member 3"
"10002","Hs.152175","CALCRL","2","188412.374","calcitonin receptor-like"
"10003","Hs.355264","CYB561","17","61983.799","cytochrome b-561"
"10004","Hs.154230","NDP52","17","47383.009","nuclear domain 10 protein"
"10005","Hs.154276","BACH1","21","29591.662","BTB and CNC homology 1, basic leucine zipper transcription factor 1"
"10006","Hs.154424","DIO2","14","78653.916","deiodinase, iodothyronine, type II"
"10007","Hs.157113","COQ7","16","19045.479","COQ7 coenzyme Q, 7 homolog ubiquinone (yeast)"
"10008","Hs.1594","CENPA","2","26983.455","centromere protein A (17kD)"
"10009","Hs.159534","PTPRS","19","5157.38","protein tyrosine phosphatase, receptor type, S"
"10010","Hs.16184","RAD17","5","68682.471","RAD17 homolog (S. pombe)"
"10011","Hs.166096","ELF3","1","199181.297","E74-like factor 3 (ets domain transcription factor, epithelial-specific )"
"10012","Hs.166172","ARNT","1","147998.767","aryl hydrocarbon receptor nuclear translocator"
"10013","Hs.169857","PON2","7","94646.203","paraoxonase 2"
"10014","Hs.170917","PTGER3","1","70688.04","prostaglandin E receptor 3 (subtype EP3)"
"10015","Hs.170917","PTGER3","1","70688.04","prostaglandin E receptor 3 (subtype EP3)"
"10016","Hs.170917","PTGER3","1","70688.04","prostaglandin E receptor 3 (subtype EP3)"
"10017","Hs.171391","CTBP2","10","126251.8","C-terminal binding protein 2"
"10018","Hs.172081","PDE4D","5","58285.399","phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)"
"10019","Hs.172081","PDE4D","5","58285.399","phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)"
"10020","Hs.172670","ACVRL1","12","50587.468","activin A receptor type II-like 1"
"10021","Hs.174185","ENPP2","8","120525.913","ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)"
"10022","Hs.1742","IQGAP1","15","88661.268","IQ motif containing GTPase activating protein 1"
"10023","Hs.17778","NRP2","2","206750.557","neuropilin 2"
"10024","Hs.17778","NRP2","2","206750.557","neuropilin 2"
"10025","Hs.178121","KIAA0626","4","171607.502","KIAA0626 gene product"
"10026","Hs.178452","CTNNA1","5","138193.826","catenin (cadherin-associated protein), alpha 1 (102kD)"
"10027","Hs.179657","PLAUR","19","48844.571","plasminogen activator, urokinase receptor"
"10028","Hs.179703","TRIM14","9","96226.474","tripartite motif-containing 14"
"10029","Hs.180338","TNFRSF12","1","6230.761","tumor necrosis factor receptor superfamily, member 12 (translocating chain-association membrane protein)"
"10030","Hs.279789","GPI","19","39547.908","glucose phosphate isomerase"
"10031","Hs.180941","VPS41","7","38504.323","vacuolar protein sorting 41 (yeast)"
"10032","Hs.181128","ELK1","23","46540.901","ELK1, member of ETS oncogene family"
"10033","Hs.184168","AASS","7","121270.689","aminoadipate-semialdehyde synthase"
"10034","Hs.186877","SCN12A","3","38847.884","sodium channel, voltage-gated, type XII, alpha polypeptide"
"10035","Hs.187958","SLC6A8","23","151421.295","solute carrier family 6 (neurotransmitter transporter, creatine), member 8"
"10036","Hs.190846","GREB1","2","11704.589","GREB1 protein"
"10037","Hs.194382","ATM","11","107631.491","ataxia telangiectasia mutated (includes complementation groups A, C and D)"
"10038","Hs.194660","CLN3","16","28672.219","ceroid-lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)"
"10039","Hs.194678","WISP3","6","112426.785","WNT1 inducible signaling pathway protein 3"
"10040","Hs.198003","SARDH","9","131870.418","sarcosine dehydrogenase"
"10041","Hs.20019","HFE","6","26195.426","hemochromatosis"
"10042","Hs.2007","TNFSF6","1","169867.56","tumor necrosis factor (ligand) superfamily, member 6"
"10043","Hs.20423","CNOT4","7","134462.651","CCR4-NOT transcription complex, subunit 4"
"10044","Hs.20423","CNOT4","7","134462.651","CCR4-NOT transcription complex, subunit 4"
"10045","Hs.211556","LCE","4","111429.362","long-chain fatty-acyl elongase"
"10046","Hs.211579","MCAM","11","118716.629","melanoma cell adhesion molecule"
"10047","Hs.22464","EPM2A","6","145927.009","epilepsy, progressive myoclonus type 2, Lafora disease (laforin)"
"10048","Hs.22587","KIAA0923","1","84531.982","KIAA0923 protein"
"10049","Hs.226133","GAS7","17","10014.491","growth arrest-specific 7"
"10050","Hs.348983","","22","37596.661","Homo sapiens phorbolin I mRNA, complete cds"
"10051","Hs.22919","FUS2","3","50292.845","putative tumor suppressor"
"10052","Hs.232068","TCF8","10","31612.147","transcription factor 8 (represses interleukin 2 expression)"
"10053","Hs.24125","C5orf7","5","137784.577","chromosome 5 open reading frame 7"
"10054","Hs.24557","KIAA0857","2","73275.048","KIAA0857 protein"
"10055","Hs.24587","EFS2","14","21815.739","signal transduction protein (SH3 containing)"
"10056","Hs.349109","IGF2","11","2118.264","insulin-like growth factor 2 (somatomedin A)"
"10057","Hs.259802","TRO","23","53914.039","trophinin"
"10058","Hs.26988","EFNB3","17","7809.269","ephrin-B3"
"10059","Hs.2717","SPAG11","8","7295.495","sperm associated antigen 11"
"10060","Hs.337461","TRIM15","6","30237.194","tripartite motif-containing 15"
"10061","Hs.274329","TP53TG1","7","86566.569","TP53 target gene 1"
"10062","Hs.274446","EVC","4","5777.465","Ellis van Creveld syndrome"
"10063","Hs.278443","FCGR2B","1","158820.34","Fc fragment of IgG, low affinity IIb, receptor for (CD32)"
"10064","Hs.278453","KIR2DL1","19","59973.091","killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1"
"10065","Hs.278589","GTF2I","7","73484.126","general transcription factor II, i"
"10066","Hs.278589","GTF2I","7","73484.126","general transcription factor II, i"
"10067","Hs.27910","CEP2","20","34758.578","centrosomal protein 2"
"10068","Hs.27954","CD86","3","123117.65","CD86 antigen (CD28 antigen ligand 2, B7-2 antigen)"
"10069","Hs.283664","ASPH","8","62587.419","aspartate beta-hydroxylase"
"10070","Hs.285115","IL13RA1","23","116615.66","interleukin 13 receptor, alpha 1"
"10071","Hs.355563","AQP4","18","22687.741","aquaporin 4"
"10072","Hs.28866","PDCD10","3","168722.609","programmed cell death 10"
"10073","Hs.288856","PFDN5","12","51975.583","prefoldin 5"
"10074","Hs.289049","APOARGC","6","160797.507","apolipoprotein (a) related gene C"
"10075","Hs.296380","POMZP3","7","75851.395","POM (POM121 rat homolog) and ZP3 fusion"
"10076","Hs.296811","ID2B","3","62066.503","striated muscle contraction regulatory protein"
